brand,currency,price,colors,name,sizes,categories
dyed,usd,17,grey,"dyed champion mengs dyed crew socks 3-pack ch209, 6-12, assortment 1",12,"all men's clothing,men's clothing,men's socks,clothing, shoes & jewelry,men's socks & underwear,clothing"
dyed,usd,16.8,red,"dyed champion mengs dyed crew socks 3-pack ch209, 6-12, assortment 1",3,"all men's clothing,men's clothing,men's socks,clothing, shoes & jewelry,men's socks & underwear,clothing"
dyed,usd,15,black,"dyed champion mengs dyed crew socks 3-pack ch209, 6-12, assortment 1",5,"all men's clothing,men's clothing,men's socks,clothing, shoes & jewelry,men's socks & underwear,clothing"
generic / unbranded,aud,11.41,grey,frog mirror men women's classical sunglasses colour: blue,12,"clothing, shoes, accessories,men's sunglasses"
revo,usd,110.95,black,authentic new revo re 1019 02 gy holsby tortoise / polarized graphite sunglasses,7,"clothing, shoes & accessories,men's accessories,sunglasses & fashion eyewear,sunglasses,see more revo eyewear sunglasses holsby matte dark tort..."
revo,usd,189.95,black,authentic new revo re 1019 02 gy holsby tortoise / polarized graphite sunglasses,5,"clothing, shoes & accessories,men's accessories,sunglasses & fashion eyewear,sunglasses,see more revo eyewear sunglasses holsby matte dark tort..."
bacco bucci,usd,224.93,"blue,bronze",bacco bucci men tino lace up sneakers,"10 m,11 m,11.5 m,12 m,13 m,8 m,8.5 m,9 m,9.5 m","clothing,shoes,men's shoes,all men's shoes"
adidas,usd,83.98,black,adidas mundial team tf turf soccer shoes cleats coaching nib (sizes 5-13) 019228,12,"clothing, shoes & accessories,team sports,men,soccer,shoes & cleats,sporting goods"
adidas,usd,84.98,black,adidas mundial team tf turf soccer shoes cleats coaching nib (sizes 5-13) 019228,7,"clothing, shoes & accessories,team sports,men,soccer,shoes & cleats,sporting goods"
dan post,usd,192.95,tan,dan post dp2209 men's sand mignon milwaukee western boots,"7d,12d,11d,8d,10d,13d,9d","cowboy boots,clothing,shoes,men's shoes,all men's shoes"
dan post,usd,126.49,tan,dan post dp2209 men's sand mignon milwaukee western boots,"7d,12d,11d,8d,10d,13d,9d","cowboy boots,clothing,shoes,men's shoes,all men's shoes"
vans,usd,34.99,blue,vans mens two tone skate sneakers,6.5,"all men's shoes,shoes,men's shoes,clothing"
vans,usd,65,blue,vans mens two tone skate sneakers,6.5,"all men's shoes,shoes,men's shoes,clothing"
polo ralph lauren,usd,45.45,"red,newport navy",polo ralph lauren men's faxon low nubuck ankle-high nubuck fashion sneaker,9,"men's casual shoes,shoes,men's shoes,clothing"
polo ralph lauren,usd,69,"red,newport navy",polo ralph lauren men's faxon low nubuck ankle-high nubuck fashion sneaker,9,"men's casual shoes,shoes,men's shoes,clothing"
shoes for crews,usd,63,black,"shoes for crews size 12 plain toe boots, unisex, black, 5005",10,"home improvement,men's work & safety shoes,men's boots,work safety clothing and equipment,shoes,men's shoes,clothing"
shoes for crews,usd,70,black,"shoes for crews size 12 plain toe boots, unisex, black, 5005",5,"home improvement,men's work & safety shoes,men's boots,work safety clothing and equipment,shoes,men's shoes,clothing"
shoes for crews,usd,56.7,black,"shoes for crews size 12 plain toe boots, unisex, black, 5005",11,"home improvement,men's work & safety shoes,men's boots,work safety clothing and equipment,shoes,men's shoes,clothing"
shoes for crews,usd,56.7,black,"shoes for crews size 12 plain toe boots, unisex, black, 5005",6,"home improvement,men's work & safety shoes,men's boots,work safety clothing and equipment,shoes,men's shoes,clothing"
propper,usd,119.99,brown,"propper mens series 200 8in side zip le boot,black,size 10.5m",5,"all men's shoes,shoes,men's shoes,clothing"
skechers,usd,42,beige,skechers men's flex advantage mcallen sr work shoes,10,"athletic & running shoes,men's shoes"
skechers,usd,70,grey,skechers men's flex advantage mcallen sr work shoes,3,"athletic & running shoes,men's shoes"
birkenstock,usd,134.95,black,birkenstock milano sfb leather sandal - mens,11,"all men's shoes,shoes,men's shoes,clothing"
birkenstock,usd,135,grey,birkenstock milano sfb leather sandal - mens,5,"all men's shoes,shoes,men's shoes,clothing"
birkenstock,usd,135,brown,birkenstock milano sfb leather sandal - mens,11,"all men's shoes,shoes,men's shoes,clothing"
hindawi,usd,43.19,beige,hindawi mens small canvas travel school casual messenger bag bookbag (coffee),9,"luggage & bags,travel bags,messenger bags,home,office supplies,school supplies,backpacks & bags,clothing, shoes & jewelry,bags & accessories,men's accessories,men's bags"
hindawi,usd,39.24,green,hindawi mens small canvas travel school casual messenger bag bookbag (coffee),11,"luggage & bags,travel bags,messenger bags,home,office supplies,school supplies,backpacks & bags,clothing, shoes & jewelry,bags & accessories,men's accessories,men's bags"
chevron pattern watch,cad,25.99,black,love infinity forever love symbol chevron pattern turquoise black white plastic high quality watch 100% plastic quartz watch,12,"men,wrist watches,watches,clothing, shoes & jewelry,smart watches & accessories,smart watch accessories"
chevron pattern watch,cad,19.99,beige,love infinity forever love symbol chevron pattern turquoise black white plastic high quality watch 100% plastic quartz watch,12,"men,wrist watches,watches,clothing, shoes & jewelry,smart watches & accessories,smart watch accessories"
nike,usd,119.99,grey,men's nike lebron xiii size 7 (807219 014),7,"clothing, shoes & accessories,men's shoes,athletic"
toms,usd,34.95,red,toms men's alpargata canvas natural ankle-high canvas flat shoe - 9.5m,12,"all men's shoes,shoes,men's shoes,clothing"
toms,usd,49.81,red,toms men's alpargata canvas natural ankle-high canvas flat shoe - 9.5m,7,"all men's shoes,shoes,men's shoes,clothing"
under armour,usd,129.99,desert sand,"under armour 125744729014 ua speedfit hike mid boot, desert sand, 14",11,"men's boots,shoes,men's shoes,clothing"
nba,usd,20.95,blue,nba dallas mavericks men's team logo slippers blue (xl 13-14),3,"all men's shoes,shoes,men's shoes,clothing"
vasque,usd,199.99,"bungee cord,neutral gray,slate brown,beluga",vasque men st. elias gtx boot,"10.5 w,11 w,11.5 w,12 m,12 w,13 w,8 m,8.5 m,9.5 w,10 m,13 m","clothing,shoes,men's shoes,all men's shoes"
vasque,usd,209.99,"bungee cord,neutral gray,slate brown,beluga",vasque men st. elias gtx boot,"10.5 w,11 w,11.5 w,12 m,12 w,13 w,8 m,8.5 m,9.5 w,10 m,13 m","clothing,shoes,men's shoes,all men's shoes"
stuhrling original,usd,395,black,stuhrling original men's 754.02 winchester swiss quartz transparent black dial watch,11,"watches,clothing, shoes & jewelry,men,wrist watches"
stuhrling original,usd,75,red,stuhrling original men's 754.02 winchester swiss quartz transparent black dial watch,9,"watches,clothing, shoes & jewelry,men,wrist watches"
tingley rubber,usd,19.73,beige,tingley rubber corp. -workbrutes pvc boots- black 2x large 35141. 2x,5,"clothing,shoes,men's shoes,all men's shoes"
nike,usd,250,blackgym red-white,nike mens air jordan 1 retro high black/gym red-white 332550-012,8.5,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,99,blackgym red-white,nike mens air jordan 1 retro high black/gym red-white 332550-012,8.5,"all men's shoes,shoes,men's shoes,clothing"
coggs,usd,11.5,tan,coggs men's size 10 tan winter zip-up boots,10,"clothing, shoes & accessories,men's shoes,boots"
under armour,usd,69.99,red,under armour men's micro g assert 6 running shoe,8,"footwear,men's footwear,men's athletic shoes,road running"
reebok,usd,85,grey,reebok beamer   round toe leather  work shoe,11,"all men's shoes,shoes,men's shoes,clothing"
reebok,usd,32.99,beige,reebok beamer   round toe leather  work shoe,11,"all men's shoes,shoes,men's shoes,clothing"
reebok,usd,27.99,beige,reebok beamer   round toe leather  work shoe,10,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,67.39,black,nike air max 95 gradeschool boy's shoes size,"5,4.5","men's athletic shoes,shoes,men's shoes,clothing"
nike,usd,98,grey,nike air max 95 gradeschool boy's shoes size,"5,4.5","men's athletic shoes,shoes,men's shoes,clothing"
salvatore ferragamo,usd,540,grey,'londra' bit loafer (men),9,"men,shoes,loafers & slip-ons,driver & moccasin"
reebok,usd,110.1,black,reebok athletic style work shoes rb1870-10m,5,"home improvement,work safety clothing and equipment,men's work & safety shoes"
reebok,usd,110.77,brown,reebok athletic style work shoes rb1870-10m,3,"home improvement,work safety clothing and equipment,men's work & safety shoes"
fox outdoor products,usd,41.94,brown,"fox outdoor vietnam jungle boot, black, 9 099598191047",3,"men's boots,all men's shoes,shoes,men's shoes,clothing"
wrangler,usd,40.95,brown,wrangler nwt mens 13mwz cowboy cut original fit denim jean stonewashed 50x30,9,"clothing, shoes & accessories,men's clothing,jeans"
gameday boots,usd,259.99,black,gameday boots mens brass leather university of virginia cowboy boots (size 10),"10,10.5,11,11.5,12,7,7.5,8,8.5,9,9.5","men's boots,all men's shoes,shoes,men's shoes,clothing"
gameday boots,usd,259.99,grey,gameday boots mens brass leather university of virginia cowboy boots (size 10),"10,10.5,11,11.5,12,7,7.5,8,8.5,9,9.5","men's boots,all men's shoes,shoes,men's shoes,clothing"
columbia,usd,100,tan,"men's columbia, boatdrainer fly pfg boat shoe","10 m,10.5 m,11 m,9.5 m,9 m","all men's shoes,shoes,men's shoes,clothing"
rothco,usd,52.99,desert tan,rothco 5058 rothco 5058 army style desert combat boot with wave or ripple sole,7,"all men's shoes,shoes,men's shoes,clothing"
rothco,usd,52.99,desert tan,rothco 5058 rothco 5058 army style desert combat boot with wave or ripple sole,5,"all men's shoes,shoes,men's shoes,clothing"
bgood,usd,166.99,brown,bgood men casual male double-breasted jacket coat with belt,5,"all men's clothing,men's clothing,clothing, shoes & jewelry,clothing"
hayabusa,usd,54.99,red,hayabusa men's lion warrior muay thai shorts red/blue x-large,12,"clothing, shoes & accessories,men's clothing,shorts,sporting goods,boxing, martial arts & mma"
blackberry,cad,26.37,charcoal heather,men's british style beach sandals argentina flags flip flops slippers,8,"shoes & handbags,shoes,men,athletic"
adidas,usd,259.75,red,new men's adidas ace 16+ purecontrol soccer cleats us 10.5 uk 10 #aq4999,10.5,"sporting goods,team sports,soccer,clothing, shoes & accessories,shoes & cleats,men"
crocs,usd,74.99,blackblack,crocs men's kinsale slip-on ankle-high canvas athletic boating shoe,11,"men's casual shoes,shoes,men's shoes,clothing"
crocs,usd,60.09,blackblack,crocs men's kinsale slip-on ankle-high canvas athletic boating shoe,10,"men's casual shoes,shoes,men's shoes,clothing"
scott,usd,39.95,orange,scott eride renew,12,"clothing,shoes,men's shoes,all men's shoes"
reebok,usd,49.99,blackredbluesilver,reebok spiderman - black casual preschool boy's shoes size,10,"all men's shoes,shoes,men's shoes,clothing"
pele sport,usd,68.5,lunar rock,pele sports 1970 fg ms soccer cleats kangaroo k-leather shoes boots sz 10.5,10.5,"clothing, shoes & accessories,team sports,men,soccer,shoes & cleats,sporting goods"
merrell,usd,148.15,burnt maple,merrell all out blaze ventilator mid waterproof hiking boot shoe - mens,4,"all men's shoes,shoes,men's shoes,clothing"
serengeti,aud,183.99,brown,serengeti polarized photochromic volterra sunglasses copper brown / drivers 7590,9,"clothing, shoes, accessories,men's sunglasses"
paccilo,usd,529,black,paccilo 1088 supple clean real leather mens sports blazer jacket patch big and tall,"3x,xs,6x,5x,4x,4xlt,xxl,l,5xlt,m,6xlt,xlt,2xlt,xl,3xlt,s,7xlt","all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
paccilo,usd,349,black,paccilo 1088 supple clean real leather mens sports blazer jacket patch big and tall,"3x,xs,6x,5x,4x,4xlt,xxl,l,5xlt,m,6xlt,xlt,2xlt,xl,3xlt,s,7xlt","all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
paccilo,usd,379,black,paccilo 1088 supple clean real leather mens sports blazer jacket patch big and tall,"3x,xs,6x,5x,4x,4xlt,xxl,l,5xlt,m,6xlt,xlt,2xlt,xl,3xlt,s,7xlt","all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
nike,usd,99.99,"white,orange",nike tiempo legacy ii fg soccer cleats white orange 819218 108 men's 9 no lid,9,"sporting goods,team sports,soccer,clothing, shoes & accessories,shoes & cleats,men"
animal peds,usd,18.99,red,zombie monster slippers for men l/11-12,8,"clothing,shoes,men's shoes,all men's shoes"
dockers,usd,18.95,green,dockers saturday kahaki pants classic fit d3 34w x 30l corduroy black nwt,9,"clothing, shoes & accessories,men's clothing,pants"
safety gear,usd,101.91,green,safety gear safetygear 250-28-0006 adversary safety eyewear with black temples semi- rimless frame and silver mirror lens 12-pair,6,"tools,safety & shop gear,safety glasses & face shields,power tools,office supplies,office safety & security,safety apparel,hand tools,workwear & uniforms,men's workwear & uniforms,men's workwear accessories,men's protective eyewear,clothing, shoes & jewelry,clothing,men's clothing,women's workwear & uniforms,women's workwear accessories,women's protective eyewear,women's clothing"
safety gear,usd,111.99,grey,safety gear safetygear 250-28-0006 adversary safety eyewear with black temples semi- rimless frame and silver mirror lens 12-pair,4,"tools,safety & shop gear,safety glasses & face shields,power tools,office supplies,office safety & security,safety apparel,hand tools,workwear & uniforms,men's workwear & uniforms,men's workwear accessories,men's protective eyewear,clothing, shoes & jewelry,clothing,men's clothing,women's workwear & uniforms,women's workwear accessories,women's protective eyewear,women's clothing"
alpine swiss,usd,45,brown,alpineswiss antigua mens boat shoes lace up loafer deck moccasin oxford sneakers,4,"clothing,shoes,men's shoes,men's dress shoes"
alpine swiss,usd,19.99,brown,alpineswiss antigua mens boat shoes lace up loafer deck moccasin oxford sneakers,5,"clothing,shoes,men's shoes,men's dress shoes"
forum novelties,usd,4,brown,adult stone age brown sandals for mens costume,11,"all men's shoes,shoes,men's shoes,clothing"
forum novelties,usd,7,brown,adult stone age brown sandals for mens costume,7,"all men's shoes,shoes,men's shoes,clothing"
forum novelties,usd,6,brown,adult stone age brown sandals for mens costume,6,"all men's shoes,shoes,men's shoes,clothing"
forum novelties,usd,6.24,brown,adult stone age brown sandals for mens costume,3,"all men's shoes,shoes,men's shoes,clothing"
academie,usd,62.42,multicolor,"academie cheer-cm-v saddle school shoes, navy - medium - size 10. 5",10,"all men's shoes,shoes,men's shoes,clothing"
academie,usd,45.9,multicolor,"academie cheer-cm-v saddle school shoes, navy - medium - size 10. 5",12,"all men's shoes,shoes,men's shoes,clothing"
academie,usd,45.31,multicolor,"academie cheer-cm-v saddle school shoes, navy - medium - size 10. 5",10,"all men's shoes,shoes,men's shoes,clothing"
adidas,usd,119.95,blue,adidas originals tubular x primeknit men's shoes size us 12 aqua blue b25592,12,"clothing, shoes & accessories,men's shoes,athletic"
skechers,usd,130,chocolate,skechers 54514 choc men's go golf drive 2 lx golf,"10,10.5,11,12,13,7.5,8,8.5,9,9.5","clothing,shoes,men's shoes,all men's shoes"
adidas,usd,59,white,new mens adidas porsche design fashion sneakers adidas porsche g43853 shoes us-7,7,"clothing, shoes & accessories,men's shoes,athletic"
mlb,usd,17.99,black,los angeles dodgers mlb mens shower slide flip flops small,4,"clothing,shoes,men's shoes,men's slippers"
scully,usd,141.53,grey,scully 924-46-s mens leather wear jacket44 loden - small,4,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
scully,usd,186.05,green,scully 924-46-s mens leather wear jacket44 loden - small,5,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
scully,usd,185.65,brown,scully 924-46-s mens leather wear jacket44 loden - small,7,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
scully,usd,140.12,beige,scully 924-46-s mens leather wear jacket44 loden - small,5,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
scully,usd,185.15,grey,scully 924-46-s mens leather wear jacket44 loden - small,7,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
scully,usd,141.32,grey,scully 924-46-s mens leather wear jacket44 loden - small,3,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
scully,usd,184.14,grey,scully 924-46-s mens leather wear jacket44 loden - small,6,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
scully,usd,140.83,red,scully 924-46-s mens leather wear jacket44 loden - small,9,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
scully,usd,185.03,red,scully 924-46-s mens leather wear jacket44 loden - small,9,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
scully,usd,140.86,beige,scully 924-46-s mens leather wear jacket44 loden - small,3,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
georgia boot,usd,162.39,green,"georgia boot g4374 10 wide work boots,10,wide,eva midsole,9inh,pr",8,"home improvement,work safety clothing and equipment,men's work & safety shoes"
perry ellis portfolio,usd,16.14,black,perry ellis black clog slippers for men,9,"clothing,shoes,men's shoes,all men's shoes"
grendene,usd,24.99,"blue,black,green,multicolor",rider men's pier thong sandal-black-size 10,11,"all men's shoes,shoes,men's shoes,clothing"
grendene,usd,14.99,"blue,black,green,multicolor",rider men's pier thong sandal-black-size 10,12,"all men's shoes,shoes,men's shoes,clothing"
adidas,usd,62.99,gray,adidas falcon elite 5 m v black grey red mens running shoes sneakers af6422,4,"clothing, shoes & accessories,athletic,men,fitness, running & yoga,shoes,men's shoes,sporting goods"
k-swiss,usd,79.95,whitenavy,men's express ltr athletic,6,"shoes,clothing, shoes & jewelry,men,fashion sneakers"
fuse lenses,usd,29.99,grey,fuse lenses for ray-ban rb2127 sidestreet 52mm carbon mirror polarized,4,"accessories,men,replacement sunglass lenses,clothing, shoes & jewelry,sunglasses & eyewear accessories"
fuse lenses,usd,79.78,black,fuse lenses for ray-ban rb2127 sidestreet 52mm carbon mirror polarized,9,"accessories,men,replacement sunglass lenses,clothing, shoes & jewelry,sunglasses & eyewear accessories"
fuse lenses,usd,34.99,grey,fuse lenses for ray-ban rb2127 sidestreet 52mm carbon mirror polarized,4,"accessories,men,replacement sunglass lenses,clothing, shoes & jewelry,sunglasses & eyewear accessories"
dockers,usd,18.99,black,dockers mens ravello canvas flyweight loafers,5,"clothing,shoes,men's shoes,men's casual shoes"
deer stags,usd,60,green,"deer stags 902 collection mens ivan slip-on dress shoe, black, us 9",5,"men's casual shoes,shoes,men's shoes,clothing"
deer stags,usd,44.99,grey,"deer stags 902 collection mens ivan slip-on dress shoe, black, us 9",8,"men's casual shoes,shoes,men's shoes,clothing"
deer stags,usd,32.99,beige,"deer stags 902 collection mens ivan slip-on dress shoe, black, us 9",12,"men's casual shoes,shoes,men's shoes,clothing"
puma,usd,75,grey,puma sky ii hi platinum   round toe synthetic  sneakers,"8,14,12","all men's shoes,shoes,men's shoes,clothing"
puma,usd,59.99,red,puma sky ii hi platinum   round toe synthetic  sneakers,"8,14,12","all men's shoes,shoes,men's shoes,clothing"
sanuk,usd,47.99,dark brown,sanuk mens textured sandals flip-flops,10,"all men's shoes,shoes,men's shoes,clothing"
puma,usd,69.96,red,puma bmw ms evospeed 1.4 men  round toe synthetic blue sneakers,"8.5,10","men's casual shoes,shoes,men's shoes,clothing"
puma,usd,70.1,green,puma bmw ms evospeed 1.4 men  round toe synthetic blue sneakers,"8.5,10","men's casual shoes,shoes,men's shoes,clothing"
belvedere,usd,424.95,"black ostrich,burgundy ostrich,burned amber ostrich",men's belvedere siena,6,"clothing,shoes,men's shoes,all men's shoes"
new balance,usd,71.24,grey,"new balance men's 680 v2 running shoe, 8.5 2e us",11,"clothing,shoes,men's shoes,all men's shoes"
crocs,usd,47.95,"smoke,blue,graphite,black,navy,khaki,espresso",men's crocs swiftwater mesh moc slip-on,4,"all men's shoes,shoes,men's shoes,clothing"
puma,usd,49.99,black,puma evospeed evo speed fg men's soccer cleats shoes black orange size 8 new!,8,"clothing, shoes & accessories,team sports,men,soccer,shoes & cleats,sporting goods"
georgia boot,usd,162.39,grey,"georgia boot g4374 805 med work boots,8-1/2,medium,pull on,brown,pr",11,"home improvement,work safety clothing and equipment,men's work & safety shoes"
tingley,usd,14.87,multicolor,sz9 blk stl toe boots,10,"men's boots,shoes,men's shoes,clothing,women's shoes,all women's shoes"
tingley,usd,13.47,multicolor,sz9 blk stl toe boots,9,"men's boots,shoes,men's shoes,clothing,women's shoes,all women's shoes"
tingley,usd,24.71,multicolor,sz9 blk stl toe boots,4,"men's boots,shoes,men's shoes,clothing,women's shoes,all women's shoes"
tingley,usd,15.2,multicolor,sz9 blk stl toe boots,5,"men's boots,shoes,men's shoes,clothing,women's shoes,all women's shoes"
tingley,usd,13.49,multicolor,sz9 blk stl toe boots,10,"men's boots,shoes,men's shoes,clothing,women's shoes,all women's shoes"
oakley,aud,159.99,grey,oakley oo 2048-02 holbrook lx dark grey tortoise black iridium mens sunglasses,6,"clothing, shoes, accessories,men's sunglasses"
fox outdoor products,usd,41.94,beige,"fox outdoor vietnam jungle boot, black, 11 099598011048",12,"men's boots,shoes,men's shoes,clothing"
propet,usd,39.95,black,propet trapper - slipper - men's,11,"all men's shoes,shoes,men's shoes,clothing"
propet,usd,45.95,beige,propet trapper - slipper - men's,3,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,289.99,green,nike magista obra sg pro soccer cleats sz 8.5 100% auth. 641325 380 acc green,8.5,"clothing, shoes & accessories,team sports,men,soccer,shoes & cleats,sporting goods"
nike,usd,249.95,green,nike magista obra sg pro soccer cleats sz 8.5 100% auth. 641325 380 acc green,8.5,"clothing, shoes & accessories,team sports,men,soccer,shoes & cleats,sporting goods"
under armour,usd,89.99,grey,under armour men's glenrock low hiking shoes,10,"men's shoes,boots,athletic & running shoes"
generic surplus,usd,62.99,opal,generic surplus mens mid deck fashion sneaker,7,"all men's shoes,shoes,men's shoes,clothing"
generic surplus,usd,89,opal,generic surplus mens mid deck fashion sneaker,6,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,90,"black,metallic silver",nike alpha pro td mens molded football cleats black/metallic silver,9,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,59.99,"black,metallic silver",nike alpha pro td mens molded football cleats black/metallic silver,8,"all men's shoes,shoes,men's shoes,clothing"
handmade,usd,40,brown,men's16genuine vintage leather messenger shoulder laptop bag - mens leather bag,9,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
unbranded,usd,37.99,black,new men's leather backpack bookbag shoulder bag handbag outdoor travel rucksack,9,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
superior glove works,usd,65.91,brown,superior glove works superior sqsw sidewall deluxe leatherface string knit glove with true hand technology work medium (pack of 1 dozen),12,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
superior glove works,usd,66.91,green,superior glove works superior sqsw sidewall deluxe leatherface string knit glove with true hand technology work medium (pack of 1 dozen),3,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
body glove,usd,69.99,brown,body glove men's gladiator pro 3t barefoot shoes,10,"men's footwear,men's athletic shoes,footwear,walking"
holloway,usd,13.75,beige,holloway new holloway jacket athletic full zip large adult black/white/orange,7,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
reebok,usd,52.24,"whiteblackred,whitegraynavy,white,black",reebok men's royal memorytech trainer white/gray/navy cross-training shoe - extra wide width,"10.5,8.5,9.5,13,14,11,12,10,7,7.5,11.5,9,8","men's sneakers & athletic shoes,gifts,shoes,clothing, shoes & jewelry,men's shoes,father's day gifts"
reebok,usd,59.99,"whiteblackred,whitegraynavy,white,black",reebok men's royal memorytech trainer white/gray/navy cross-training shoe - extra wide width,"10.5,8.5,9.5,13,14,11,12,10,7,7.5,11.5,9,8","men's sneakers & athletic shoes,gifts,shoes,clothing, shoes & jewelry,men's shoes,father's day gifts"
vans,usd,55.96,brown,vans authentic decon premium leather tortoise shell sz 10.5 nib brown,10.5,"clothing, shoes & accessories,men's shoes,athletic"
vans,usd,69.95,brown,vans authentic decon premium leather tortoise shell sz 10.5 nib brown,10.5,"clothing, shoes & accessories,men's shoes,athletic"
cole haan,usd,140,chestnut brown,cole haan pinch campus men's penny loafer dress shoes leather,5,"men's dress shoes,shoes,men's shoes,clothing"
cole haan,usd,49.99,chestnut brown,cole haan pinch campus men's penny loafer dress shoes leather,10,"men's dress shoes,shoes,men's shoes,clothing"
despicable me 2,usd,37.61,black,minion dave despicable me plus size men's costume,10,"men's halloween costumes,adult halloween costumes,clothing, shoes & accessories,halloween,men,costumes, reenactment, theater,all costumes,costumes,party & occasions"
despicable me 2,usd,34.99,grey,minion dave despicable me plus size men's costume,3,"men's halloween costumes,adult halloween costumes,clothing, shoes & accessories,halloween,men,costumes, reenactment, theater,all costumes,costumes,party & occasions"
despicable me 2,usd,77.99,beige,minion dave despicable me plus size men's costume,12,"men's halloween costumes,adult halloween costumes,clothing, shoes & accessories,halloween,men,costumes, reenactment, theater,all costumes,costumes,party & occasions"
despicable me 2,usd,36.93,beige,minion dave despicable me plus size men's costume,5,"men's halloween costumes,adult halloween costumes,clothing, shoes & accessories,halloween,men,costumes, reenactment, theater,all costumes,costumes,party & occasions"
despicable me 2,usd,37.99,beige,minion dave despicable me plus size men's costume,12,"men's halloween costumes,adult halloween costumes,clothing, shoes & accessories,halloween,men,costumes, reenactment, theater,all costumes,costumes,party & occasions"
ibraggiotti,usd,775.8,grey,ibraggiotti 5.00 mm bridal set band,4,"jewelry,rings,clothing, shoes & jewelry,men's jewelry,men's rings"
new balance,usd,21,red,new balance mt411gr2 mens us size 8.5 blk/ grey/ red,8.5,"clothing, shoes & accessories,men's shoes,athletic"
rocky,usd,89.99,other,rocky bigfoot wp insulated boots (10.5-w)- rtx,4,"all men's shoes,shoes,men's shoes,clothing"
scott,usd,49.95,orange,scott t2 palani hs,3,"clothing,shoes,men's shoes,all men's shoes"
nike,usd,119.99,black,nike air max 1 c2.0 running shoe size 11.5 631738-001 mens black white dark grey,11.5,"clothing, shoes & accessories,men's shoes,athletic"
triumphal arch,usd,3.99,grey,triumphal arch men's vintage oval polarized driving uv400 sunglassess 9513-002,5,"accessories,sunglasses,men,clothing, shoes & jewelry,sunglasses & eyewear accessories"
triumphal arch,usd,9.99,green,triumphal arch men's vintage oval polarized driving uv400 sunglassess 9513-002,3,"accessories,sunglasses,men,clothing, shoes & jewelry,sunglasses & eyewear accessories"
triumphal arch,usd,16.99,green,triumphal arch men's vintage oval polarized driving uv400 sunglassess 9513-002,12,"accessories,sunglasses,men,clothing, shoes & jewelry,sunglasses & eyewear accessories"
seek optics,usd,25.99,red,new seek optics replacement lenses oakley fives 4.0 - grey yellow,7,"accessories,men,replacement sunglass lenses,clothing, shoes & jewelry,sunglasses & eyewear accessories"
seek optics,usd,20.98,beige,new seek optics replacement lenses oakley fives 4.0 - grey yellow,3,"accessories,men,replacement sunglass lenses,clothing, shoes & jewelry,sunglasses & eyewear accessories"
tingley rubber,usd,19.6,grey,"tingley rubber 1300l black rubber overshoe, large",8,"all men's shoes,shoes,men's shoes,clothing"
tingley rubber,usd,19.02,grey,"tingley rubber 1300l black rubber overshoe, large",8,"all men's shoes,shoes,men's shoes,clothing"
adidas,usd,94.95,grey,new men's adidas f50 adizero messi trx fg soccer cleats ~ us 10 uk 9.5 #m19855,10,"sporting goods,team sports,soccer,clothing, shoes & accessories,shoes & cleats,men"
thor,usd,69.95,black,thor pinned mens waffle zip-up hoodie black/red sm,4,"all men's clothing,men's activewear,men's clothing,clothing, shoes & jewelry,clothing"
puma,eur,30,chipmunk brown-chipmunk brown,tatau trainer boots,42,"men,shoes,winter shoes"
puma,eur,60,chipmunk brown-chipmunk brown,tatau trainer boots,42,"men,shoes,winter shoes"
bioworld,usd,39.99,green,bioworld ghostbusters proton pack backpack,9,"luggage & bags,juniors messenger bags & backpacks,home,kids' bags,backpacks & bags,travel bags,bags & accessories,men's bags,juniors accessories,office supplies,school supplies,backpacks,men's accessories,clothing, shoes & jewelry"
